,Latitude,Longitude,Velocidade,Orientação
536,-29.854510975315613,-51.17984030005073,56,0
537,-29.854510975315613,-51.17984030005073,56,0
538,-29.854510975315613,-51.17984030005073,56,0
539,-29.853363503535054,-51.179679790605235,47,22
540,-29.85263267329386,-51.17953977172725,36,0
541,-29.85263267329386,-51.17953977172725,36,0
542,-29.85220237137615,-51.17947830002472,35,22
543,-29.851625220391284,-51.17941341322761,23,22
544,-29.851451050567448,-51.17938950756551,11,0
545,-29.851365673202825,-51.17938950756551,4,0
546,-29.851365673202825,-51.17938950756551,4,0
547,-29.851365673202825,-51.17940316794385,0,0
548,-29.851365673202825,-51.17940316794385,0,0
549,-29.851365673202825,-51.17940316794385,0,0
550,-29.851365673202825,-51.17940316794385,0,0
551,-29.851365673202825,-51.17940316794385,0,0
552,-29.851365673202825,-51.17940316794385,0,0
553,-29.851365673202825,-51.17940316794385,0,0
554,-29.851280295838198,-51.17938950756551,16,22
555,-29.851034409028077,-51.17929388491713,29,22
556,-29.851034409028077,-51.17929388491713,29,22
557,-29.850679239191237,-51.17916752641749,40,22
558,-29.850679239191237,-51.17916752641749,40,22
559,-29.849736673085776,-51.178726979216016,61,22
560,-29.84916635229008,-51.17834107352791,68,45
561,-29.848599446588967,-51.177835639529334,76,45
562,-29.8474075785788,-51.176548148870786,88,45
563,-29.8474075785788,-51.176548148870786,88,45
564,-29.846775786080574,-51.17585146957544,88,45
565,-29.845379012395306,-51.17469033741654,85,45
566,-29.845379012395306,-51.17469033741654,85,45
567,-29.844627691586606,-51.174229299647564,85,22
568,-29.84386612549415,-51.1738126581082,85,22
569,-29.842247370660857,-51.173156959947875,88,22
570,-29.841431163055038,-51.17285643162439,85,22
571,-29.841431163055038,-51.17285643162439,85,22
572,-29.83991827615388,-51.171924110802685,88,45
573,-29.83991827615388,-51.171924110802685,88,45
